long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
1816,-1,608,0,,,"Sans défenses",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Cyanigosa dans le fort Pourpre sans utiliser les cristaux de contrôle de défense et avec la résistance de la porte de la prison à 100% en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,31,0x0,3264,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2771,0,-1,2788,,,"Champion exalté de la Horde",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de la Horde et obtenir le droit d'en représenter chaque race au tournoi d'Argent.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,31,0x0,3806,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2953,-1,603,0,,,"Pas de bras, pas de chocolat (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Détruire les deux bras de Kologarn et Kologarn lui-même en 12 secondes en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,31,0x0,560,,,"",,,,,,,,,,,,,,0x7BFF01EC,1,0,
2954,-1,603,0,,,"Pas de bras, pas de chocolat (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Détruire les deux bras de Kologarn et Kologarn lui-même en 12 secondes en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,31,0x0,560,,,"",,,,,,,,,,,,,,0x7BFF01EC,1,0,
4042,-1,-1,0,,,"Morts des jumelles val'kyrs (L'épreuve du croisé à 25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Morts des jumelles val'kyrs (L'épreuve du croisé à 25 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,31,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4402,-1,249,0,,,"Plus de dots ! (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Onyxia en moins de 5 minutes en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,31,0x0,3821,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4405,-1,249,0,,,"Plus de dots ! (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Onyxia en moins de 5 minutes en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,31,0x0,3821,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4663,-1,-1,0,,,"Morts du Porte-mort (Couronne de glace à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du Porte-mort (Couronne de glace à 25)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,31,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
557,-1,-1,0,,,"Qualité supérieure",,,,,,,,,,,,,,0xFF01FE,,,"Équiper un objet de niveau 187 et de qualité supérieure dans chaque emplacement.",,,,,,,,,,,,,,0xFF01FE,92,0xA,32,0x0,133,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
682,-1,585,0,,,"Terrasse des Magistères : mode héroïque",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Kael'thas Haut-soleil en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,32,0x0,3664,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
701,1,-1,0,,,"Liberté de l'Alliance",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir un insigne ou un médaillon de l'Alliance.",,,,,,,,,,,,,,0xFF01FE,95,0xA,32,0x0,2812,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
1374,-1,533,0,,,"Morts de l'instructeur Razuvious (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de l'instructeur Razuvious (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,32,0x1,2639,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1424,-1,-1,0,,,"Grand maître travailleur du cuir « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Première personne du royaume à atteindre 450 en travail du cuir.",,,,,,,,,,,,,,0xFF01FE,81,0x0,32,0x100,346,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1865,-1,608,0,,,"Enfermés !",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Xevozz, Lavanthor, Ichoron, Zuramat l'Oblitérateur, Erekem et Moragg dans le fort Pourpre en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,32,0x0,3300,,,"",,,,,,,,,,,,,,0x7AFF01EC,0,0,
2096,-1,-1,0,,,"Le maître des pièces",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits de pêche de pièces listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,171,0xA,32,0x0,2993,,,"Récompense : sceau de Dalaran en titane",,,,,,,,,,,,,,0xFF01FE,0,0,
2816,0,-1,2771,,,"Champion d'Argent exalté de la Horde",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès de la Horde et obtenir le droit d'en représenter chaque race au tournoi d'Argent.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,32,0x0,3806,,,"Titre : croisé. Débloque des quêtes journalières auprès des Croisés au tournoi d'Argent.",,,,,,,,,,,,,,0xFF01FE,0,0,
2955,-1,603,0,,,"Si on pouvait tuer d'un simple regard (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Kologarn sans qu'un seul membre du raid soit touché par ses rayons de l'œil focalisé en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,32,0x0,2446,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2956,-1,603,0,,,"Si on pouvait tuer d'un simple regard (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Kologarn sans qu'un seul membre du raid soit touché par ses rayons de l'œil focalisé en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,32,0x0,2446,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
4043,-1,-1,0,,,"Morts des jumelles val'kyrs (L'épreuve du grand croisé à 25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Morts des jumelles val'kyrs (L'épreuve du grand croisé à 25 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,32,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4403,-1,249,0,,,"Les dragonnets ! Butez-les ! (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Provoquer l'éclosion de 50 jeunes dragonnets onyxiens dans les 10 secondes qui suivent le décollage d'Onyxia, puis la vaincre en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,32,0x0,1699,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4406,-1,249,0,,,"Les dragonnets ! Butez-les ! (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Provoquer l'éclosion de 50 jeunes dragonnets onyxiens dans les 10 secondes qui suivent le décollage d'Onyxia, puis la vaincre en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,32,0x0,1699,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4664,-1,-1,0,,,"Morts du Porte-mort (Couronne de glace héroïque à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du Porte-mort (Couronne de glace héroïque à 25)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,32,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
558,-1,-1,0,,,"Cupide",,,,,,,,,,,,,,0xFF01FE,,,"Gagner un jet de cupidité sur un objet supérieur au niveau 185 et de qualité supérieure ou mieux en obtenant 100.",,,,,,,,,,,,,,0xFF01FE,92,0xA,33,0x0,2802,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
690,-1,-1,0,,,"Karazhan",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le prince Malchezaar à Kharazan.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,33,0x0,3828,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
727,-1,-1,0,,,"Voilà la cavalerie",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir l'une des montures de guerre par le système d'honneur.",,,,,,,,,,,,,,0xFF01FE,95,0xA,33,0x0,1178,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
1370,-1,533,0,,,"Morts de Horreb (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Horreb (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,33,0x1,2997,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1425,-1,-1,0,,,"Grand maître mineur « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Première personne du royaume à atteindre 450 en minage.",,,,,,,,,,,,,,0xFF01FE,81,0x0,33,0x100,336,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1516,-1,-1,0,,,"Pêcheur accompli",,,,,,,,,,,,,,0xFF01FE,,,"Accomplir les hauts faits de pêche listés ci-dessous.",,,,,,,,,,,,,,0xFF01FE,171,0xA,33,0x0,580,,,"Titre : loup de mer",,,,,,,,,,,,,,0xFF01FE,0,0,
2041,-1,608,0,,,"Déshydratation",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Ichoron dans le fort Pourpre sans que des globules d'ichor fusionnent en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,33,0x0,2134,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
2959,-1,603,0,,,"Débris, c'est fini (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Kologarn après avoir fait apparaître au moins 25 débris en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,33,0x0,2380,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2960,-1,603,0,,,"Débris, c'est fini (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Kologarn après avoir fait apparaître au moins 25 débris en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,33,0x0,2380,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
3676,1,-1,0,,,"Le confident argenté",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès du Concordat argenté et obtenir le droit de représenter une ville au tournoi d'Argent.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,33,0x0,2383,,,"Nouvelles quêtes journalières auprès du Concordat argenté au tournoi d'Argent",,,,,,,,,,,,,,0xFF01FE,0,0,
4044,-1,-1,0,,,"Nombre de victoires de l'épreuve du croisé (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de victoires de l'épreuve du croisé (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,33,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4404,-1,249,0,,,"Elle inspire plus profondément (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Onyxia, sans que quiconque subisse des dégâts de son inspiration profonde en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,33,0x0,2128,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4407,-1,249,0,,,"Elle inspire plus profondément (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Onyxia, sans que quiconque subisse des dégâts de son inspiration profonde en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,33,0x0,2128,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4646,-1,-1,0,,,"Morts de Pulentraille (Couronne de glace à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Pulentraille (Couronne de glace à 10)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,33,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
229,-1,-1,0,,,"Le Faucheur",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir 30 victoires honorables au cours d'un même champ de bataille.",,,,,,,,,,,,,,0xFF01FE,95,0xA,34,0x0,1933,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
559,-1,-1,0,,,"Nécessiteux",,,,,,,,,,,,,,0xFF01FE,,,"Gagner un jet de besoin sur un objet supérieur au niveau 185 et de qualité supérieure ou mieux en obtenant 100.",,,,,,,,,,,,,,0xFF01FE,92,0xA,34,0x0,2801,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
691,-1,-1,0,,,"Zul'Aman",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Zul'jin à Zul'Aman.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,34,0x0,3630,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
1363,-1,533,0,,,"Morts de Maexxna (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Maexxna (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,34,0x1,1899,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1426,-1,-1,0,,,"Grand maître dépeceur « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Première personne du royaume à atteindre 450 en dépeçage.",,,,,,,,,,,,,,0xFF01FE,81,0x0,34,0x100,736,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
2153,-1,608,0,,,"La danse du vide",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Zuramat l'Oblitérateur dans le fort Pourpre sans tuer de factionnaire du Vide en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,34,0x0,2242,,,"",,,,,,,,,,,,,,0x7EFF01EC,0,0,
3006,-1,603,0,,,"La vieille dame aux chats (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Auriaya sans détruire ses factionnaires du sanctum en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,34,0x0,3870,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
3007,-1,603,0,,,"La vieille dame aux chats (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Auriaya sans détruire ses factionnaires du sanctum en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,34,0x0,3870,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
3677,0,-1,0,,,"Les Saccage-soleil",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès des Saccage-soleil et obtenir le droit de représenter une ville au tournoi d'Argent.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,34,0x0,3976,,,"Nouvelles quêtes journalières auprès des Saccage-soleil au tournoi d'Argent",,,,,,,,,,,,,,0xFF01FE,0,0,
4016,-1,-1,0,,,"Boucherie sans eau (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Archavon le Gardien des pierres, Emalon le Guetteur d'orage et Koralon le Veilleur des flammes à 60 secondes d'intervalle en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,34,0x0,2603,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4017,-1,-1,0,,,"Boucherie sans eau (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Archavon le Gardien des pierres, Emalon le Guetteur d'orage et Koralon le Veilleur des flammes à 60 secondes d'intervalle en mode 25joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,34,0x0,2603,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4045,-1,-1,0,,,"Nombre de victoires de l'épreuve du grand croisé (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de victoires de l'épreuve du grand croisé (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,34,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4665,-1,-1,0,,,"Morts de Pulentraille (Couronne de glace héroïque à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Pulentraille (Couronne de glace héroïque à 10)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,34,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
692,-1,-1,0,,,"Repaire de Gruul",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Gruul le Tue-dragon dans le repaire de Gruul.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,35,0x0,3628,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
714,0,-1,0,,,"Conquérant",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès des factions du goulet des Chanteguerres, du bassin d'Arathi et de la vallée d'Alterac.",,,,,,,,,,,,,,0xFF01FE,95,0x14,35,0x0,2563,,,"Titre : conquérant",,,,,,,,,,,,,,0xFF01FE,0,0,
1165,-1,-1,0,,,"Mon sac est gigantesque !",,,,,,,,,,,,,,0xFF01FE,,,"Équiper le Sac ""gigantesque"" de Haris Pilton.",,,,,,,,,,,,,,0xFF01FE,92,0xA,35,0x0,2989,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1365,-1,533,0,,,"Morts de Noth le Porte-peste (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Noth le Porte-peste (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,35,0x1,2997,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1427,-1,-1,0,,,"Grand maître tailleur « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Première personne du royaume à atteindre 450 en couture.",,,,,,,,,,,,,,0xFF01FE,81,0x0,35,0x100,341,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1864,-1,604,0,,,"Quelle odeur !",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Gal'darah à Gundrak en étant sous l'effet du résidu d'Eck en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,35,0x0,3299,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
3076,-1,603,0,,,"Neuf vies (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le défenseur farouche pendant le combat contre Auriaya en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,35,0x0,836,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
3077,-1,603,0,,,"Neuf vies (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre le défenseur farouche pendant le combat contre Auriaya en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,35,0x0,836,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
4046,-1,-1,0,,,"Nombre de victoires de l'épreuve du croisé (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de victoires de l'épreuve du croisé (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,35,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4596,-1,-1,0,,,"L'épée du crâne",,,,,,,,,,,,,,0xFF01FE,,,"Retrouver la poignée manquante de Quel'Delar, retirer la lame de son logement, reforger l'arme, la purifier dans le Puits de soleil et la présenter pour en obtenir une juste récompense.",,,,,,,,,,,,,,0xFF01FE,14941,0xA,35,0x0,4143,,,"",,,,,,,,,,,,,,0xFF01FC,1,0,
4666,-1,-1,0,,,"Morts de Pulentraille (Couronne de glace à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Pulentraille (Couronne de glace à 25)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,35,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4815,-1,-1,0,,,"Le destructeur du Crépuscule (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Halion au sanctum Rubis en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,35,0x0,164,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4817,-1,-1,0,,,"Le destructeur du Crépuscule (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Halion au sanctum Rubis en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,35,0x0,164,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
693,-1,-1,0,,,"Repaire de Magtheridon",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Magtheridon dans le repaire de Magtheridon.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,36,0x0,3640,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
907,1,-1,0,,,"Le justicier",,,,,,,,,,,,,,0xFF01FE,,,"Être exalté auprès des factions du goulet des Chanteguerres, du bassin d'Arathi et de la vallée d'Alterac.",,,,,,,,,,,,,,0xFF01FE,95,0x14,36,0x0,2924,,,"Titre : justicier",,,,,,,,,,,,,,0xFF01FE,0,0,
1187,-1,-1,0,,,"Le maître des clés",,,,,,,,,,,,,,0xFF01FE,,,"Obtenir les clés listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,92,0xA,36,0x0,2502,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1364,-1,533,0,,,"Morts du Recousu (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts du Recousu (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,36,0x1,97,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
1400,-1,616,0,,,"Cherche-magie « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Avoir participé au premier raid du royaume ayant vaincu Malygos en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,81,0x0,36,0x300,1700,,,"Titre : cherche-magie",,,,,,,,,,,,,,0xFF01FE,0,0,
2152,-1,604,0,,,"L'amour est partout",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Gal'darah à Gundrak alors que les cinq personnages du groupe se sont fait empaler au cours du combat en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,36,0x0,2714,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2961,-1,603,0,,,"Gare au gel (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Hodir sans qu'un seul membre du raid soit touché par son gel instantané en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,36,0x0,56,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2962,-1,603,0,,,"Gare au gel (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Hodir sans qu'un seul membre du raid soit touché par son gel instantané en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,36,0x0,56,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
4047,-1,-1,0,,,"Nombre de victoires de l'épreuve du grand croisé (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de victoires de l'épreuve du grand croisé (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0x0,36,0x1,1,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4667,-1,-1,0,,,"Morts de Pulentraille (Couronne de glace héroïque à 25)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Pulentraille (Couronne de glace héroïque à 25)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,36,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
4816,-1,-1,4815,,,"Le destructeur du Crépuscule : mode héroïque (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Halion au sanctum Rubis en mode héroïque à 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14923,0xA,36,0x0,164,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4818,-1,-1,4817,,,"Le destructeur du Crépuscule : mode héroïque (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Halion au sanctum Rubis en mode héroïque à 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14922,0xA,36,0x0,164,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
456,-1,615,0,,,"Tueur de l'obsidien « Prem's » du royaume",,,,,,,,,,,,,,0xFF01FE,,,"Avoir participé au premier raid du royaume ayant vaincu Sartharion le Gardien d'Onyx en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,81,0x0,37,0x300,3308,,,"Titre : tueur de l'obsidien",,,,,,,,,,,,,,0xFF01FE,0,0,
694,-1,-1,0,,,"Caverne du sanctuaire du Serpent",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Dame Vashj dans la caverne du sanctuaire du Serpent.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,37,0x0,3658,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
908,1,-1,0,,,"Appel aux armes !",,,,,,,,,,,,,,0xFF01FE,,,"Achever les versions de niveau 80 de chacune des quêtes journalières de champ de bataille Appel aux armes listées ci-dessous.",,,,,,,,,,,,,,0xFF01FE,95,0xA,37,0x0,2841,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1206,-1,-1,0,,,"À tous les écureuils que j'ai aimés, avant",,,,,,,,,,,,,,0xFF01FE,,,"Montrer tout votre /amour aux bestioles d'Azeroth.",,,,,,,,,,,,,,0xFF01FE,92,0xA,37,0x0,3132,,,"",,,,,,,,,,,,,,0xFF01EE,0,0,
1373,-1,533,0,,,"Morts de Thaddius (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Thaddius (Naxxramas à 10)",,,,,,,,,,,,,,0xFF01FE,14823,0xA,37,0x1,97,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2040,-1,604,0,,,"Moin-rabi",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Moorabi à Gundrak en l'empêchant de se transformer en mammouth tout au long du combat en mode héroïque.",,,,,,,,,,,,,,0xFF01FE,14921,0xA,37,0x0,3394,,,"",,,,,,,,,,,,,,0x7BFF01EC,0,0,
2963,-1,603,0,,,"Les meilleurs amis du monde (10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Hodir sans qu'un seul PNJ allié meure en mode 10 joueurs.",,,,,,,,,,,,,,0xFF01FE,14961,0xA,37,0x0,36,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
2965,-1,603,0,,,"Les meilleurs amis du monde (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Hodir sans qu'un seul PNJ allié meure en mode 25 joueurs.",,,,,,,,,,,,,,0xFF01FE,14962,0xA,37,0x0,36,,,"",,,,,,,,,,,,,,0x7DFF01EC,0,0,
4074,-1,624,0,,,"Morts de Koralon le Veilleur des flammes (Joug-d'hiver à 10 joueurs)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Koralon le Veilleur des flammes (Joug-d'hiver à 10 joueurs)",,,,,,,,,,,,,,0xFF01FE,15021,0xA,37,0x1,187,,,"",,,,,,,,,,,,,,0xFF01EC,0,0,
4647,-1,-1,0,,,"Morts de Trognepus (Couronne de glace à 10)",,,,,,,,,,,,,,0xFF01FE,,,"Morts de Trognepus (Couronne de glace à 10)",,,,,,,,,,,,,,0xFF01FE,15062,0x0,37,0x1,1,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
696,-1,-1,0,,,"Donjon de la Tempête",,,,,,,,,,,,,,0xFF01FE,,,"Vaincre Kael'thas Haut-soleil au donjon de la Tempête.",,,,,,,,,,,,,,0xFF01FE,14805,0xA,38,0x0,3284,,,"",,,,,,,,,,,,,,0xFF01EE,1,0,
