long,str,
271983,"interface\icons\sha_ability_rogue_envelopingshadows_nightmare",
271984,"interface\icons\Inv_magicbutterfly_blue",
271985,"interface\icons\Inv_magicbutterfly_dark",
271986,"interface\icons\Inv_magicbutterfly_pink",
271987,"interface\icons\inv_maldraxxusboarmount_grey",
271988,"interface\icons\inv_maldraxxusboarmount_green",
271989,"interface\icons\Inv_manaraymount_blackfel",
271990,"interface\icons\inv_manaraymount_blue",
271991,"interface\icons\Inv_manaraymount_magenta",
271992,"interface\icons\Inv_manaraymount_white",
271993,"interface\icons\Inv_aetherwyrm",
271994,"interface\icons\Inv_aetherwyrm",
271995,"interface\icons\Inv_aetherwyrm",
271996,"interface\icons\Inv_aetherwyrm",
271997,"interface\icons\Inv_aetherwyrm",
271998,"interface\icons\inv_maweye_white",
271999,"interface\icons\inv_maweye_black",
272000,"interface\icons\Inv_mawhand_blue",
272001,"interface\icons\Inv_mawhand_green",
272002,"interface\icons\Inv_mawhand_orange",
272003,"interface\icons\Inv_mawhand_purple",
272004,"interface\icons\inv_mawrat",
272005,"interface\icons\inv_mawratblue",
272006,"interface\icons\Inv_mawratyellow",
272007,"interface\icons\Inv_mawroach_blue2",
272008,"interface\icons\Inv_mawroach_orange",
272009,"interface\icons\Inv_mawroach_purple",
272010,"interface\icons\spell_shadow_skull",
272011,"interface\icons\Inv_mechanicalhandpet",
272012,"interface\icons\Inv_mechanicalhandpet",
272013,"interface\icons\Inv_mechanicalhandpet",
272014,"interface\icons\Inv_mechanicalhandpet",
272015,"interface\icons\inv_mechanicalparrotpet",
272016,"interface\icons\Inv_mechanicalprairiedog_black",
272017,"interface\icons\Inv_mechanicalprairiedog_blue",
272018,"interface\icons\Inv_mechanicalprairiedog_red",
272019,"interface\icons\creatureportrait_mininaxx",
272020,"interface\icons\inv_pet_wyrmtongue",
272021,"interface\icons\inv_pet_wyrmtongue",
272022,"interface\icons\inv_misc_nativebeastfur",
272023,"interface\icons\spell_nature_thorns_nightmare",
272024,"interface\icons\Inv_pet_otter",
272025,"interface\icons\Inv_pet_otter",
272026,"interface\icons\Inv_pet_otter",
272027,"interface\icons\Inv_pet_otter",
272028,"interface\icons\inv_pet_wardenowl",
272029,"interface\icons\inv_pet_wardenowl",
272030,"interface\icons\inv_pet_wardenowl",
272031,"interface\icons\inv_pet_wardenowl",
272032,"interface\icons\ability_druid_catformattack",
272033,"interface\icons\ability_druid_catformattack",
272034,"interface\icons\inv_pig",
272035,"interface\icons\inv_pig",
272036,"interface\icons\inv_pig",
272037,"interface\icons\inv_prairiedog_brown",
272038,"interface\icons\inv_misc_fish_34",
272039,"interface\icons\inv_misc_fish_34",
272040,"interface\icons\inv_misc_fish_34",
272041,"interface\icons\Inv_rabbit2_default",
272042,"interface\icons\Inv_rabbit2_gold",
272043,"interface\icons\Inv_rabbit2_spring",
272044,"interface\icons\Inv_rabbit2_white",
272045,"interface\icons\Inv_misc_volatileair",
272046,"interface\icons\Creatureportrait_robot_bulldog",
272047,"interface\icons\creatureportrait_robot_doberman",
272048,"interface\icons\Inv_rolypoly_green",
272049,"interface\icons\Inv_rolypoly_red",
272050,"interface\icons\Inv_rolypoly_orange",
272051,"interface\icons\inv_seasluggreen",
272052,"interface\icons\Inv_seaslugorange",
272053,"interface\icons\inv_seaslugorangeblue",
272054,"interface\icons\Inv_seaslugpink",
272055,"interface\icons\Inv_seaslugpurple",
272056,"interface\icons\inv_seaslugred",
272057,"interface\icons\achievement_raid_argusraid",
272058,"interface\icons\achievement_raid_argusraid",
272059,"interface\icons\achievement_raid_argusraid",
272060,"interface\icons\achievement_raid_argusraid",
272061,"interface\icons\achievement_raid_argusraid",
272062,"interface\icons\achievement_raid_argusraid",
272063,"interface\icons\achievement_raid_argusraid",
272064,"interface\icons\spell_shadow_shadowfiend",
272065,"interface\icons\ability_mount_shreddermount",
272066,"interface\icons\Inv_scarab_crystal",
272067,"interface\icons\Inv_skeletonhandpet_blue",
272068,"interface\icons\inv_skeletonhandpet_bone",
272069,"interface\icons\Inv_skeletonhandpet_charcoal",
272070,"interface\icons\Inv_skeletonhandpet_green",
272071,"interface\icons\Inv_skeletonspinepet_blue",
272072,"interface\icons\inv_skeletonspinepet_bone",
272073,"interface\icons\Inv_skeletonspinepet_charcoal",
272074,"interface\icons\Inv_skeletonspinepet_green",
272075,"interface\icons\spell_nature_dryaddispelmagic",
272076,"interface\icons\inv_squirrelardenweald_dark",
272077,"interface\icons\Inv_squirrelardenweald_blue",
272078,"interface\icons\inv_squirrelardenweald_red",
272079,"interface\icons\inv_squirrelardenweald_yellow",
272080,"interface\icons\Ability_mount_stormcrowmount",
272081,"interface\icons\Ability_mount_stormcrowmount",
272082,"interface\icons\spell_shadow_summonsuccubus",
272083,"interface\icons\spell_shadow_summonsuccubus",
272084,"interface\icons\Inv_swamppet_green",
272085,"interface\icons\Inv_swamppet",
272086,"interface\icons\ability_hunter_pet_tallstrider",
272087,"interface\icons\ability_hunter_pet_tallstrider",
272088,"interface\icons\inv_pet_thunderbeaver_blue",
272089,"interface\icons\inv_pet_tigergodcub",
272090,"interface\icons\inv_pet_toad_blue",
272091,"interface\icons\Inv_pet_toad_brown",
272092,"interface\icons\Inv_pet_toad_green",
272093,"interface\icons\inv_toucan_color1",
272094,"interface\icons\Inv_toucan_color2",
272095,"interface\icons\inv_toucan_color3",
272096,"interface\icons\Inv_toucan_color4",
272097,"interface\icons\Inv_toucan_engineering",
272098,"interface\icons\ability_racial_packhobgoblin",
272099,"interface\icons\Inv_treepetorange",
272100,"interface\icons\inv_treepetpurple",
272101,"interface\icons\inv_treepetred",
272102,"interface\icons\inv_treepetdark",
272103,"interface\icons\inv_trilobitemount_sandy",
272104,"interface\icons\inv_trilobitemount_sandy",
272105,"interface\icons\inv_trilobitemount_sandy",
272106,"interface\icons\inv_trilobitemount_sandy",
272107,"interface\icons\inv_trilobitemount_sandy",
272108,"interface\icons\Inv_scarab_stone",
272109,"interface\icons\inv_tradeskillitem_sorcerersfire",
272110,"interface\icons\tooltip_crystallizedfel",
272111,"interface\icons\6bf_explosive_shard",
272112,"interface\icons\Inv_moltencorgi",
272113,"interface\icons\Spell_ice_rune",
272114,"interface\icons\achievement_dungeon_blackwingdescent_raid_chimaron",
272115,"interface\icons\inv_grommloc",
272116,"interface\icons\inv_archonpet",
272117,"interface\icons\inv_dhmurloc",
272118,"interface\icons\inv_pet_babywinston",
272119,"interface\icons\Spell_fire_ragnaros_lavabolt",
272120,"interface\icons\inv_pet_thunderislebabybird",
272121,"interface\icons\inv_pet_alliancemurloc",
272122,"interface\icons\inv_robotpet",
272123,"interface\icons\inv_ore_mithril_02",
272124,"interface\icons\creatureportrait_babyspider",
272125,"interface\icons\Ability_monk_summontigerstatue",
272126,"interface\icons\inv_pet_goat",
272127,"interface\icons\inv_pet_goat",
272128,"interface\icons\inv_hand_1h_trollshaman_c_01",
272129,"interface\icons\spell_nature_earthelemental_totem",
272130,"interface\icons\inv_pet_yakgod",
272131,"interface\icons\ability_siege_engineer_detonate",
272132,"interface\icons\inv_valkierpet",
272133,"interface\icons\inv_pet_voidhound",
272134,"interface\icons\inv_chopper_alliance",
272135,"interface\icons\inv_argusfelstalkermount",
272136,"interface\icons\Inv_argusfelstalkermountblue",
272137,"interface\icons\inv_argusfelstalkermountgrey",
272138,"interface\icons\inv_argusfelstalkermountred",
272139,"interface\icons\inv_argustalbukmount_blue",
272140,"interface\icons\inv_argustalbukmount_brown",
272141,"interface\icons\inv_argustalbukmount_felred",
272142,"interface\icons\Inv_argustalbukmount_purple",
272143,"interface\icons\inv_argustalbukmount_red",
272144,"interface\icons\Inv_armoredraptor",
272145,"interface\icons\Inv_armoredraptorundead",
272146,"interface\icons\Inv_bloodtrollbeast_mount_blue",
272147,"interface\icons\Inv_bloodtrollbeast_mount_dark",
272148,"interface\icons\Inv_bloodtrollbeast_mount_green",
272149,"interface\icons\Inv_bloodtrollbeast_mount_pale",
272150,"interface\icons\inv_chimera3",
272151,"interface\icons\inv_crabmount",
272152,"interface\icons\Inv_darkirondwarfcorehound",
272153,"interface\icons\Inv_deathelementalmount_black",
272154,"interface\icons\Inv_deathelementalmount_blue",
272155,"interface\icons\Inv_deathelementalmount_green",
272156,"interface\icons\inv_devourermediummount",
272157,"interface\icons\inv_devourermediummount",
272158,"interface\icons\inv_devourermediummount",
272159,"interface\icons\Inv_devourersmallmount_dark",
272160,"interface\icons\Inv_devourersmallmount",
272161,"interface\icons\Inv_devourersmallmount_light",
272162,"interface\icons\inv_dogmount",
272163,"interface\icons\inv_encrypted06",
272164,"interface\icons\inv_encrypted08",
272165,"interface\icons\inv_encrypted13",
272166,"interface\icons\inv_encrypted22",
272167,"interface\icons\inv_encrypted21",
272168,"interface\icons\inv_felbatmountforsaken",
272169,"interface\icons\Inv_fishmount",
272170,"interface\icons\inv_chopper_horde",
272171,"interface\icons\Ability_mount_ironchimera",
272172,"interface\icons\Inv_mechagonspidertank_brass",
272173,"interface\icons\Inv_mechagonspidertank_junker",
272174,"interface\icons\Inv_mechagonspidertank_silver",
272175,"interface\icons\Inv_monkmount",
272176,"interface\icons\inv_nightborneracialmount",
272177,"interface\icons\Inv_nzothserpentmount_black",
272178,"interface\icons\Inv_nzothserpentmount_pale",
272179,"interface\icons\Inv_nzothserpentmount_purple",
272180,"interface\icons\inv_nzothserpentmount_red",
272181,"interface\icons\Inv_orcclanworg",
272182,"interface\icons\Inv_paladinmount_purple",
272183,"interface\icons\Inv_paladinmount_red",
272184,"interface\icons\Inv_paladinmount_yellow",
272185,"interface\icons\Inv_priestmount_disc",
272186,"interface\icons\Inv_priestmount_holy",
272187,"interface\icons\Inv_priestmount_shadow",
272188,"interface\icons\Inv_rocmaldraxxusmountblack",
272189,"interface\icons\inv_rocmaldraxxusmountgreen",
272190,"interface\icons\Inv_rocmaldraxxusmountpurple",
272191,"interface\icons\inv_rocmaldraxxusmountwhite",
272192,"interface\icons\Inv_saber3mount",
272193,"interface\icons\Inv_serpentmount_blue",
272194,"interface\icons\Inv_serpentmount_darkblue",
272195,"interface\icons\Inv_serpentmount_green",
272196,"interface\icons\Inv_serpentmount_red",
272197,"interface\icons\Inv_shadebeastmount_black",
272198,"interface\icons\Inv_shadebeastmount_blue",
272199,"interface\icons\Inv_shadebeastmount_gray",
272200,"interface\icons\Inv_shadebeastmount_orange",
272201,"interface\icons\Inv_shadebeastmount_red",
272202,"interface\icons\Inv_shamanmount",
272203,"interface\icons\inv_shamanmount_enhancement",
272204,"interface\icons\inv_shamanmount_restoration",
272205,"interface\icons\Inv_sharkraymount_3",
272206,"interface\icons\Inv_sharkraymount_1",
272207,"interface\icons\Inv_sharkraymount_2",
272208,"interface\icons\Inv_sharkraymount_4",
272209,"interface\icons\inv_skiff",
272210,"interface\icons\Inv_snapdragonmount01",
272211,"interface\icons\inv_snapdragonmount03",
272212,"interface\icons\inv_snapdragonmount02",
272213,"interface\icons\inv_stormdragonmount2",
272214,"interface\icons\inv_stormdragonmount2_fel",
272215,"interface\icons\inv_stormdragonmount2blue",
272216,"interface\icons\inv_stormdragonmount2dark",
272217,"interface\icons\inv_stormdragonmount2green",
272218,"interface\icons\inv_stormdragonmount2light",
272219,"interface\icons\inv_stormdragonmount2yellow",
272220,"interface\icons\Inv_warlockmountfire",
272221,"interface\icons\inv_warlockmountshadow",
272222,"interface\icons\Inv_warriormount",
272223,"interface\icons\Inv_warriormount_fury",
272224,"interface\icons\Inv_warriormount_protection",
272225,"interface\icons\inv_zeppelinmount",
272226,"interface\icons\inv_artifact_powerofthedarkside",
272227,"interface\icons\INV_Inscription_RunescrollOfFortitude_Green",
272228,"interface\icons\INV_Inscription_RunescrollOfFortitude_Blue",
272229,"interface\icons\INV_Inscription_RunescrollOfFortitude_Red",
272230,"interface\icons\INV_Inscription_RunescrollOfFortitude_Yellow",
272231,"interface\icons\inv_mechanicalparrotmount",
272232,"interface\icons\inv_dwarfpaladinram_red",
272233,"interface\icons\inv_dwarfpaladinram_gold",
272234,"interface\icons\s_inv_dwarfpaladinram_blue",
272235,"interface\icons\s_inv_dwarfpaladinram_green",
272236,"interface\icons\s_inv_dwarfpaladinram_purple",
272237,"interface\icons\s_inv_dwarfpaladinram_gold_1",
272238,"interface\icons\INV_Banner_TolBarad_Horde",
272239,"interface\icons\INV_Banner_TolBarad_Alliance",
272240,"interface\icons\Achievement_Dungeon_LostCity of Tolvir_Lockmaw",
272241,"interface\icons\INV_Inscription_ScrollOfWisdom_02",
272242,"interface\icons\INV_ValentinesCandySack",
272243,"interface\icons\ability_paladin_empoweredsnake",
272244,"interface\icons\s_spell_sandelemental_blue",
272245,"interface\icons\s_spell_sandelemental_red",
272246,"interface\icons\INV_Helmet_48",
272247,"interface\icons\inv_basaliskmount",
272248,"interface\icons\Inv_felbatmount",
272249,"interface\icons\Ability_mount_epicbatmount",
272250,"interface\icons\ability_mount_bloodtick_red",
272251,"interface\icons\Ability_mount_bloodtick_green",
272252,"interface\icons\ability_mount_bloodtick_purple",
272253,"interface\icons\inv_brontosaurusmount",
272254,"interface\icons\Inv_pterrordax2mount_black",
272255,"interface\icons\Inv_pterrordax2mount_blue",
272256,"interface\icons\Inv_pterrordax2mount_bronze",
272257,"interface\icons\Inv_pterrordax2mount_brown",
272258,"interface\icons\Inv_pterrordax2mount_green",
272259,"interface\icons\Inv_pterrordax2mount_grey",
272260,"interface\icons\Inv_pterrordax2mount_lightgreen",
272261,"interface\icons\Inv_pterrordax2mount_olive",
272262,"interface\icons\Inv_pterrordax2mount_orange",
272263,"interface\icons\Inv_pterrordax2mount_purple",
272264,"interface\icons\Inv_pterrordax2mount_red",
272265,"interface\icons\Inv_pterrordax2mount_tan",
272266,"interface\icons\Inv_pterrordax2mount_white",
272267,"interface\icons\Inv_pterrordax2mount_yellow",
272268,"interface\icons\Inv_vulturemount_albatrossbrown",
272269,"interface\icons\Inv_vulturemount_albatrossorange",
272270,"interface\icons\Inv_vulturemount_albatrosspink",
272271,"interface\icons\Inv_vulturemount_albatrosspink",
272272,"interface\icons\Inv_vulturemount_black",
272273,"interface\icons\Inv_vulturemount_blue",
272274,"interface\icons\Inv_vulturemount_brown",
272275,"interface\icons\Inv_vulturemount_purple",
272276,"interface\icons\Inv_vulturemount_red",
272277,"interface\icons\Inv_vulturemount_white",
272278,"interface\icons\Inv_horse3saddle006_base_pale",
272279,"interface\icons\Inv_darkhoundmount",
272280,"interface\icons\Inv_hippogryphmountnightelf",
272281,"interface\icons\Inv_hippogryphmountnightelf",
272282,"interface\icons\Inv_hovercraftmountblue",
272283,"interface\icons\Inv_hovercraftmountgreen",
272284,"interface\icons\Inv_hovercraftmountoriginal",
272285,"interface\icons\Inv_hovercraftmountred",
272286,"interface\icons\Inv_manaraymount_black",
272287,"interface\icons\Inv_manaraymount_blackfel",
272288,"interface\icons\Inv_manaraymount_blue",
272289,"interface\icons\Inv_manaraymount_magenta",
272290,"interface\icons\Inv_manaraymount_orange",
272291,"interface\icons\Inv_manaraymount_purple",
272292,"interface\icons\Inv_manaraymount_redfel",
272293,"interface\icons\Inv_manaraymount_teal",
272294,"interface\icons\Inv_manaraymount_white",
272295,"interface\icons\Inv_soulhoundmount_blue",
272296,"interface\icons\Inv_soulhoundmount_green",
272297,"interface\icons\Inv_soulhoundmount_red",
272298,"interface\icons\Inv_soulhoundmount_white",
272299,"interface\icons\Inv_stingray2mount",
272300,"interface\icons\Inv_stingray2mount_gold",
272301,"interface\icons\Inv_stingray2mount_teal",
272302,"interface\icons\Spell_mage_flameorb_blue",
272303,"interface\icons\Spell_animarevendreth_orb",
272304,"interface\icons\Spell_animaardenweald_orb",
272305,"interface\icons\Inv_mount_arcaneraven",
