long,long,long,long,flags,long,long,long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
4430,571,67,2223,0x40004441,0,0,0,458,0,80,,,"Temple des Tempêtes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4431,571,67,2225,0x44004441,0,0,0,0,0,78,,,"Moteur des Faiseurs",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4432,571,67,2227,0x40004441,0,0,0,0,0,78,,,"Le Pied-mont",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4433,571,67,2229,0x40004441,0,0,0,0,0,78,,,"Pics de l'Epine-de-dragon",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4434,571,67,2231,0x40004441,0,0,0,0,0,79,,,"Nidavelir",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4435,571,67,2233,0x40004441,0,0,0,0,0,79,,,"Le berceau de Narvir",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4436,571,67,2235,0x40004441,0,0,0,0,0,79,,,"Plaines des Congères",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4437,571,67,2237,0x40004441,0,0,0,0,0,79,,,"La vallée des Anciens hivers",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4438,571,67,2239,0x40004441,0,0,0,458,0,80,,,"Dun Niffelem",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4439,571,67,2241,0x40004441,0,0,0,0,0,80,,,"Lac du Champ-gelé",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4440,571,67,2243,0x40004441,0,0,0,0,0,80,,,"Chute-tonnerre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4441,571,67,2245,0x40204441,0,0,0,0,0,80,,,"Camp Tunka'lo",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4442,571,67,2247,0x40004441,0,0,0,0,0,80,,,"Campement de Brann",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4443,571,67,2249,0x40004441,0,0,0,0,0,80,,,"Porte des Échos",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4444,571,67,2251,0x40004441,0,0,0,419,0,80,,,"Plaine des Échos",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4445,571,67,2253,0x40004441,0,0,0,0,0,80,,,"Ulduar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4446,571,67,2255,0x40004441,0,0,0,236,0,80,,,"Terrasse des Faiseurs",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4447,571,67,2257,0x40004441,0,0,0,0,0,80,,,"Porte de la Foudre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4448,571,67,2259,0x40004441,0,0,0,0,0,80,,,"Voie des Titans",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4449,571,67,2261,0x40004441,0,0,0,0,0,80,,,"Uldis",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4450,571,67,2263,0x40004441,0,0,0,0,0,80,,,"Marché de Loken",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4451,571,67,2265,0x40004441,0,0,0,0,0,77,,,"Chute de Bor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4452,571,67,2267,0x40004441,0,0,0,0,0,77,,,"Souffle de Bor",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4453,571,67,2269,0x40004441,0,0,0,0,0,77,,,"Passe de Rohemdal",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4454,571,67,2271,0x40004441,0,0,0,0,0,78,,,"La Fonderie des tempêtes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4455,571,67,2273,0x40004441,0,0,0,0,0,79,,,"Caverne de l'hibernation",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4456,571,394,2275,0x40004440,0,0,0,0,0,74,,,"Logis de Voldrune",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4457,571,67,2277,0x40004441,0,0,0,0,0,77,,,"Le Repos de Torseg",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4458,571,67,2279,0x40004441,0,0,0,0,0,77,,,"Champ de mines de Grilledouille",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4459,571,67,2281,0x40004441,0,0,0,0,0,77,,,"La Folie de Ricket",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4460,571,67,2283,0x40004441,0,0,0,0,0,77,,,"Plaie-de-Garm",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4461,571,67,2285,0x40004441,0,0,0,0,0,77,,,"Cime de Garm",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4462,571,67,2287,0x40004441,0,0,0,0,0,77,,,"Caverne de la Toile cristalline",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4463,571,67,2289,0x40004441,0,0,0,0,0,80,,,"Temple de la Vie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4464,571,67,2291,0x40004441,0,0,0,0,0,80,,,"Temple de l'Ordre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4465,571,67,2293,0x40004441,0,0,0,0,0,80,,,"Temple de l'Hiver",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4466,571,67,2295,0x40004441,0,0,0,0,0,80,,,"Temple de l'Innovation",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4467,571,210,2297,0x40004445,0,0,0,0,0,80,,,"Cime de la Mort",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4468,571,66,2299,0x40004444,0,0,0,0,0,75,,,"Les champs des Morts",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4469,571,66,2301,0x40004444,0,0,0,0,0,75,,,"La Fin de Dargath",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4470,571,210,2303,0x40004445,0,0,0,0,0,80,,,"Le creux Caché",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4471,451,4019,2305,0x40004440,0,0,400,269,483,0,,,"Pays du bonheur de Bernau",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4472,571,67,2307,0x40004441,0,0,0,0,0,77,,,"Creux de Poignegivre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4473,571,67,2309,0x40004441,0,0,0,0,0,78,,,"La tombe Algide",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4474,571,495,2311,0x40004441,0,0,0,0,0,70,,,"Rivages jumeaux",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4475,571,394,2313,0x40004440,0,0,0,0,0,74,,,"Planque de Zim'bo",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4476,571,67,2315,0x40004441,0,0,0,0,0,77,,,"Camp abandonné",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4477,571,210,2317,0x40004445,0,0,0,0,0,80,,,"Le caveau des Ombres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4478,571,65,2319,0x40004444,0,0,0,0,0,71,,,"Passe de Vent-froid",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4479,571,495,2321,0x40004441,0,0,0,0,0,71,,,"Lac du Souffle de l'hiver",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4480,571,394,2323,0x40004440,0,0,0,0,0,73,,,"Le surplomb Oublié",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4481,571,66,2325,0x40004444,0,0,0,0,0,74,,,"Passage de Jintha'kalar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4482,571,394,2327,0x40004440,0,0,0,0,0,73,,,"Passerelle Arriga",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4483,571,3711,2329,0x40004440,0,0,0,0,0,76,,,"Le passage perdu",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4484,571,67,2331,0x40004441,0,0,0,0,0,78,,,"Refuge de Rochecombe",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4485,571,67,2333,0x40004441,0,0,0,0,0,78,,,"Bibliothèque de l'inventeur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4486,571,67,2335,0x40004441,0,0,0,0,0,80,,,"La mine Gelée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4487,571,67,2337,0x40004441,0,0,0,0,0,80,,,"Gouffre du Sérac",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4488,571,67,2339,0x40004441,0,0,0,0,0,80,,,"Le creux Hurlant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4489,571,66,2341,0x40004444,0,0,0,0,0,75,,,"Camp avancé des croisés",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4490,571,67,2343,0x40004441,0,0,0,0,0,78,,,"Foudrecrête",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4491,571,394,2345,0x40004440,0,0,0,0,0,74,,,"Camp de Bris'os",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4492,571,210,2347,0x40004445,0,0,0,0,0,80,,,"Salle d'Ufrang",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4493,615,0,2349,0x0,0,0,405,477,568,0,,,"Le sanctum Obsidien",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
4494,619,0,2351,0x2004000,75,0,467,495,0,0,,,"Ahn'kahet : l'Ancien royaume",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
4495,571,67,2353,0x40004441,0,0,0,0,0,80,,,"L'enclume de Fjorn",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4496,571,210,2355,0x40004445,0,0,0,0,0,80,,,"Jotunheim",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4497,571,210,2357,0x40004445,0,0,0,0,0,80,,,"L'escarpement Sauvage",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4498,571,210,2359,0x40004445,0,0,0,0,0,80,,,"Salles des Ancêtres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4499,571,67,2361,0x40004441,0,0,0,0,0,78,,,"L'étang Chancreux",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4500,616,0,2363,0x4000,0,0,482,0,0,0,,,"L'Œil de l'éternité",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
4501,571,210,2365,0x40004445,0,0,0,453,0,77,,,"L'avant-garde d'Argent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4502,571,67,2367,0x40004441,0,0,0,0,0,80,,,"Atelier de Mimir",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4503,571,210,2369,0x40004445,0,0,0,0,0,77,,,"Barrage Mur-de-fer",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4504,571,210,2371,0x40004445,0,0,0,0,0,77,,,"Vallée des Échos",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4505,571,210,2373,0x40004445,0,0,0,465,0,77,,,"La Brèche",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4506,571,210,2375,0x40004445,0,0,0,464,0,77,,,"Fléaulme",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4507,571,210,2377,0x40004445,0,0,0,0,0,77,,,"Le Front brisé",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4508,571,210,2379,0x40004445,0,0,0,0,0,78,,,"Mord'rethar : la Porte de la Mort",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4509,571,210,2381,0x40004445,0,0,0,0,0,78,,,"Le Bombardement",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4510,571,210,2383,0x40004445,0,0,0,0,0,78,,,"Aldur'thar : la Porte de la Désolation",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4511,571,210,2385,0x40004445,0,0,0,0,0,80,,,"Le Brise-ciel",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4512,571,210,2387,0x40004445,0,0,0,0,0,80,,,"Le Marteau d'Orgrim",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4513,571,210,2389,0x40004445,0,0,0,458,0,80,,,"Ymirheim",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4514,571,210,2391,0x40004445,0,0,0,0,0,80,,,"Mines de saronite",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4515,571,210,2393,0x40004445,0,0,0,0,0,80,,,"La Déflagration",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4516,571,210,2395,0x40004445,0,0,0,0,0,80,,,"Rempart Mur-de-fer",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4517,571,210,2397,0x40004445,0,0,0,0,0,80,,,"Carrière des Larmes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4518,571,210,2399,0x40004445,0,0,0,0,0,80,,,"Corp'rethar : la Porte de l'Horreur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4519,571,210,2401,0x40004445,0,0,0,0,0,80,,,"La cour des Ossements",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4520,571,210,2403,0x40004445,0,0,0,0,0,80,,,"Malykriss : le Fort infâme",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4521,571,210,2405,0x40004445,0,0,0,0,0,80,,,"Cathédrale des ténèbres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4522,571,210,2407,0x40004445,0,0,0,542,0,80,,,"Citadelle de la Couronne de glace",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4523,571,210,2409,0x40004445,0,0,0,0,0,79,,,"Glacier de la Couronne de glace",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4524,571,210,2411,0x40004445,0,0,0,0,0,80,,,"Valhalas",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4525,571,210,2413,0x40004445,0,0,0,0,0,80,,,"Les Basses-salles",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4526,571,210,2415,0x40004445,0,0,0,458,0,80,,,"Njorndar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4527,571,210,2417,0x40004445,0,0,0,0,0,80,,,"Forteresse de Balargarde",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4528,571,210,2419,0x40004445,0,0,0,0,0,80,,,"Donjon de Kul'galar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4529,571,210,2421,0x40004445,0,0,0,0,0,80,,,"La Cathédrale cramoisie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4530,571,210,2423,0x40004445,0,0,0,0,0,80,,,"Sanctum de réanimation",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4531,571,210,2425,0x40004445,0,0,0,0,0,80,,,"La Charognerie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4532,571,495,2427,0x40404441,0,0,0,0,0,70,,,"Auberge de l'accostage de la Vengeance",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4533,571,210,2429,0x40004445,0,0,0,0,0,78,,,"La chute de Sindragosa",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4534,571,495,2431,0x40004441,0,0,0,0,0,71,,,"Mine Hardivar",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4535,571,67,2433,0x40004441,0,0,0,0,0,78,,,"La Fosse du croc",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4536,571,67,2435,0x40004441,0,0,0,0,0,80,,,"Caverne des Hurlegivres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4537,571,210,2437,0x40004445,0,0,0,0,0,78,,,"La vallée de l'Espoir perdu",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4538,571,4197,2439,0x41004441,0,0,0,0,0,80,,,"L'arène Engloutie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4539,571,4197,2441,0x49004441,0,0,0,0,0,80,,,"Le temple Brisé",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4540,571,210,2443,0x40004445,0,0,0,0,0,79,,,"La vallée des Héros défunts",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4541,571,210,2445,0x40004445,0,0,0,0,0,77,,,"Infirmerie de l'avant-garde",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4542,571,67,2447,0x40004441,0,0,0,0,0,80,,,"Hall du Façonneur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4543,571,67,2451,0x40004441,0,0,0,0,0,80,,,"Temple de la Sagesse",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4544,0,139,2456,0x40000040,0,0,0,452,0,55,,,"Brèche-de-Mort",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4545,0,139,2460,0x40000040,0,0,0,0,0,55,,,"Mine abandonnée",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4546,0,139,2464,0x40000040,0,0,0,0,0,55,,,"Ruines de l'enclave Écarlate",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4547,571,67,2468,0x40004441,0,0,0,0,0,80,,,"Les salles de Pierre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4548,571,67,2472,0x40004441,0,0,0,0,0,80,,,"Les salles de Foudre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4549,571,2817,2476,0x40004444,0,0,0,0,0,80,,,"Le grand Arbre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4550,571,2817,2480,0x40004444,0,0,0,0,0,80,,,"Le Miroir du crépuscule",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4551,571,2817,2484,0x40004444,0,0,0,0,0,80,,,"Le ruisselet du Crépuscule",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4552,571,2817,2488,0x40004444,0,0,0,0,0,80,,,"Le courant Stagnant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4553,571,2817,2492,0x40004444,0,0,0,0,0,80,,,"Bois Lugubre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4554,571,2817,2496,0x40004444,0,0,0,0,0,80,,,"Ruines de Shandaral",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4555,571,2817,2500,0x40004444,0,0,0,0,0,80,,,"Le front Azur",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4556,571,2817,2504,0x40004444,0,0,0,0,0,80,,,"Le Séjour pourpre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4557,571,2817,2508,0x40004444,0,0,0,0,0,80,,,"Le fourré Délié",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4558,571,2817,2512,0x40004444,0,0,0,0,0,80,,,"Quartier général de Saccage-soleil",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4559,571,2817,2516,0x40004444,0,0,0,0,0,80,,,"Surplomb de Coursevent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4560,571,4395,2519,0x60004928,0,0,0,0,0,0,,,"Les Entrailles",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4564,571,4395,2531,0x40004D28,0,0,0,0,0,0,,,"Aire de Krasus",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4567,571,4395,2540,0x60004D28,0,0,0,433,0,0,,,"Le fort Pourpre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4568,571,4395,2543,0x60004D28,0,0,0,0,0,0,,,"Le Brunant",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4569,571,4395,2546,0x40004D28,0,0,0,0,0,0,,,"Tunnel de sortie des égouts",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4570,571,4395,2549,0x60004968,0,0,0,0,0,0,,,"Le cercle des Volontés",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4571,489,3277,2552,0x40000000,0,0,0,0,0,0,,,"Salle du drapeau des Ailes-d'argent",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4572,489,3277,2556,0x40000000,0,0,0,0,0,0,,,"Salle du drapeau des Chanteguerres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4575,571,4197,2564,0x49004441,0,0,0,0,0,80,,,"Forteresse de Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4576,571,4197,2567,0x49004441,0,0,0,0,0,80,,,"Pont central",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4577,571,4197,2570,0x49004441,0,0,0,0,0,80,,,"Pont de l'est",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4578,571,4197,2573,0x41004441,0,0,0,0,0,80,,,"Pont de l'ouest",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4579,571,66,2577,0x40004444,0,0,0,0,0,77,,,"Dubra'Jin",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4580,571,210,2579,0x40004445,0,0,0,0,0,80,,,"Cime des Croisés",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4581,571,4197,2582,0x49004441,0,0,0,0,0,80,,,"Tour Guetteflamme",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4582,571,4197,2585,0x49004441,0,0,0,0,0,80,,,"Tour Bornehiver",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4583,571,4197,2588,0x49004441,0,0,0,0,0,80,,,"Tour d'Ombrevue",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4584,571,4197,2591,0x49004441,0,0,0,0,0,80,,,"Le Chaudron des flammes",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4585,571,4197,2594,0x49004441,0,0,0,0,0,80,,,"Chutes Glaciales",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4586,571,4197,2597,0x49004441,0,0,0,0,0,80,,,"Les pitons Venteux",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4587,571,4197,2600,0x49004441,0,0,0,0,0,80,,,"La forêt des Ombres",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4588,571,210,2603,0x40004445,0,0,0,0,0,80,,,"Guet Noir",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4589,571,4197,2606,0x49000441,0,0,0,0,0,80,,,"Le bourbier Glacial",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4590,571,4197,2609,0x49004441,0,0,0,0,0,80,,,"Les steppes de la Vie",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4591,571,210,2613,0x40004445,0,0,0,0,0,80,,,"Veille Silencieuse",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4592,571,67,2615,0x40004441,0,0,0,0,0,80,,,"Tanière de Gimorak",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4593,571,210,2619,0x40004445,0,0,0,0,0,79,,,"La fosse aux Démons",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4594,571,210,2622,0x40004445,0,0,0,0,0,80,,,"Flèche de la Balafre",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4595,571,210,2625,0x40004445,0,0,0,0,0,80,,,"Salle des Horreurs",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4596,571,210,2628,0x40004445,0,0,0,0,0,80,,,"Cercle de Souffrance",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4597,571,210,2630,0x40004445,0,0,0,0,0,80,,,"Cime de Souffrance",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4598,571,4395,2633,0x64004928,0,0,0,0,0,0,,,"Aire de Krasus",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4599,571,4395,2636,0x44004D28,0,0,0,0,0,0,,,"Tunnel de sortie des égouts",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4601,571,4395,2642,0x40004D28,0,0,0,0,0,0,,,"Île de Dalaran",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
4602,571,0,2646,0x2000000,0,0,0,0,0,0,,,"Force intérieure",,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
